0.000000000000000000e+00,1.576032683409919866e+00,1.526563970191726849e+00,1.891239220091903661e+01,1.831876764230072041e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.284248677126669236e+00,1.172076762010739737e+00,1.541098412552003083e+01,1.406492114412887773e+01,-3.501408075399005781e+00
0.000000000000000000e+00,1.380423422779172959e+00,1.490180547610986617e+00,1.656508107335007551e+01,1.788216657133184029e+01,1.154096947830044684e+00
0.000000000000000000e+00,1.532522871567050693e+00,1.489394939483002167e+00,1.839027445880460832e+01,1.787273927379602512e+01,1.825193385454532802e+00
0.000000000000000000e+00,5.996862483214218109e-01,8.188373600864228274e-01,7.196234979857061731e+00,9.826048321037074373e+00,-1.119403947894754658e+01
0.000000000000000000e+00,7.464131462567218378e-01,3.625737504513160125e-01,8.956957755080662054e+00,4.350885005415792151e+00,1.760722775223600323e+00
0.000000000000000000e+00,9.616682930501896820e+00,9.721136788551103081e+00,8.956957755080662054e+00,4.350885005415792151e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.452066387468370801e+00,1.679325217244530100e+00,1.742479664962045049e+01,2.015190260693436031e+01,8.467838894539788441e+00
0.000000000000000000e+00,1.241156373462281470e+00,1.412303950393658081e+00,1.489387648154737676e+01,1.694764740472389519e+01,-2.530920168073073739e+00
0.000000000000000000e+00,1.350189937775772897e+00,1.843787962129591174e+00,1.620227925330927476e+01,2.212545554555509497e+01,1.308402771761898009e+00
0.000000000000000000e+00,1.350189937775772897e+00,1.350189937775772897e+00,1.620227925330927476e+01,1.620227925330927476e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.392021133205134431e+00,1.137613002424378017e+00,1.670425359846161228e+01,1.365135602909253620e+01,5.019743451523375199e-01
1.000000000000000000e+00,1.351934855527362478e+00,1.021743630014990245e+00,1.622321826632834885e+01,1.226092356017988294e+01,-4.810353321332634380e-01
1.000000000000000000e+00,1.432419565856579036e+00,1.264366819848168122e+00,1.718903479027894932e+01,1.517240183817801835e+01,9.658165239506004696e-01
1.000000000000000000e+00,1.027028536928001889e+00,1.252879740316609425e+00,1.232434244313602179e+01,1.503455688379931310e+01,-4.864692347142927531e+00
